"INCIDENT INFO","DESCRIPTION","START_DT","MODIFIED_DT","QUADRANT","Longitude","Latitude","location","Count"
"Eastbound Glenmore Trail at Blackfoot Trail SE","Two vehicle incident.","2017 Nov 14 03:53:23 PM","2017 Nov 14 03:54:43 PM","SE","-114.0493955999","50.99422427004","(50.994224270041, -114.049395599898)","1"
"Southbound Crowchild Trail at 5 Avenue NW","Two vehicle incident. blocking the right lane.","2017 Nov 14 03:33:59 PM","2017 Nov 14 03:36:11 PM","NW","-114.11846822707","51.05721799396","(51.057217993961, -114.118468227069)","1"
"Northbound 14 Street and 90 Avenue SW","Single vehicle incident.","2017 Nov 14 01:19:32 PM","2017 Nov 14 01:21:58 PM","SW","-114.09630735632","50.97230190378","(50.972301903784, -114.096307356316)","1"
"Southbound Crowchild Trail approaching Glenmore Trail SW","Two vehicle incident.","2017 Nov 14 12:39:29 PM","2017 Nov 14 12:42:56 PM","SW","-114.12107128943","51.00099713475","(51.000997134752, -114.121071289426)","1"
"13 Avenue and 8 Street SW","Two vehicle incident.","2017 Nov 14 08:00:27 AM","2017 Nov 14 08:01:15 AM","SW","-114.08159132652","51.04099774132","(51.04099774132, -114.081591326519)","1"
"Westbound Peigan Trail approaching Barlow Trail SE","Stalled vehicle.","2017 Nov 14 07:35:24 AM","2017 Nov 14 07:39:15 AM","SE","-114.00342691409","51.014959106","(51.014959105998, -114.003426914089)","1"
"8 Street at 8 Avenue SW","There is an incident involving a pedestrian.","2017 Nov 13 07:34:53 PM","2017 Nov 13 07:36:11 PM","SW","-114.08123855978","51.04606019774","(51.046060197737, -114.081238559777)","1"
"58 Avenue and Macleod Trail SW","Two vehicle incident.","2017 Nov 13 07:09:46 PM","2017 Nov 13 07:10:44 PM","SW","-114.07171230738","51.00132867531","(51.001328675314, -114.07171230738)","1"
"37 Street at Glenmore Trail SW","Two vehicle incident.","2017 Nov 13 06:03:14 PM","2017 Nov 13 06:04:51 PM","SW","-114.14097155118","51.00984361599","(51.009843615989, -114.140971551179)","1"
"Eastbound 50 Avenue at Barlow Trail SE","Two vehicle incident. blocking the right lane.","2017 Nov 13 04:24:39 PM","2017 Nov 13 04:26:24 PM","SE","-114.00019350891","51.00862153816","(51.00862153816, -114.000193508905)","1"
"Westbound Mcknight Boulevard and 4 Street NW","Two vehicle incident.","2017 Nov 13 02:21:28 PM","2017 Nov 13 02:30:26 PM","NW","-114.07154132347","51.09611872312","(51.096118723116, -114.071541323469)","1"
"Eastbound Glenmore Trail west of Blackfoot  Trail SE","Multi-vehicle incident.","2017 Nov 13 01:14:55 PM","2017 Nov 13 01:17:02 PM","SE","-114.05691175215","50.99398109229","(50.993981092288, -114.056911752152)","1"
"34 Avenue at 34 Street NE","Two vehicle incident.","2017 Nov 13 09:23:42 AM","2017 Nov 13 09:24:34 AM","NE","-113.98548134889","51.0836576507","(51.083657650699, -113.985481348891)","1"
"Westbound Bow Trail at 26 Street SW","Single vehicle incident.   Blocking the left lane.","2017 Nov 13 08:28:51 AM","2017 Nov 13 08:34:04 AM","SW","-114.12364276371","51.0415072167","(51.041507216698, -114.123642763708)","1"
"Eastbound Memorial Drive at 28 Street  SE","Multi-vehicle incident.","2017 Nov 13 07:13:04 AM","2017 Nov 13 07:14:23 AM","SE","-113.99177558435","51.04891091593","(51.04891091593, -113.991775584347)","1"
"Eastbound Nose Hill Drive at 87 Street NW","Two vehicle incident.","2017 Nov 13 06:54:15 AM","2017 Nov 13 06:55:11 AM","NW","-114.21730038821","51.10453783708","(51.104537837076, -114.217300388207)","1"
"Elbow Drive and Canyon Meadows Drive SW","Two vehicle incident.","2017 Nov 12 10:09:10 PM","2017 Nov 12 10:09:51 PM","SW","-114.08592412716","50.93958093345","(50.939580933454, -114.085924127164)","1"
"Elbow Drive and Anderson Road SW","Two vehicle incident.","2017 Nov 12 09:41:06 PM","2017 Nov 12 09:43:03 PM","SW","-114.08533425582","50.95025173555","(50.950251735549, -114.085334255816)","1"
"Northbound Deerfoot Trail at Beddington Trail NE","Single vehicle incident.","2017 Nov 12 06:20:35 PM","2017 Nov 12 06:22:29 PM","NE","-114.04583324718","51.12852009164","(51.128520091637, -114.045833247177)","1"
"Glenmore Trail and Elbow Drive SW","Traffic signals are flashing red. crews have been dispatched.","2017 Nov 12 03:41:29 PM","2017 Nov 12 03:44:25 PM","SW","-114.08316145679","50.99463563731","(50.994635637309, -114.083161456791)","1"
"114 Avenue and 52 Street SE","Traffic signals are flashing red. crews have been dispatched","2017 Nov 12 02:01:19 PM","2017 Nov 12 02:02:14 PM","NW","-113.95819540647","50.9505468322","(50.950546832203, -113.958195406469)","1"
"Riverdale Avenue and Elbow Drive SW","Multi-vehicle incident.","2017 Nov 12 01:52:36 PM","2017 Nov 12 02:02:14 PM","SW","-114.07866148367","51.01736270726","(51.017362707264, -114.078661483666)","1"
"32 Avenue and Collegiate Boulevard NW","Two vehicle incident.","2017 Nov 12 01:44:40 PM","2017 Nov 12 01:46:28 PM","NW","-114.137526676","51.08147533871","(51.081475338711, -114.137526676)","1"
"Northbound 36 Street and 16 Avenue NE","Multi-vehicle incident. blocking the left lane","2017 Nov 12 12:35:55 PM","2017 Nov 12 12:38:05 PM","NE","-113.98921905312","51.06708565944","(51.067085659443, -113.989219053116)","1"
"Eastbound Glenmore Trail and Crowchild Trail SW","Two vehicle incident. blocking the right lane","2017 Nov 12 11:18:57 AM","2017 Nov 12 11:24:23 AM","SW","-114.12107128943","51.00099713475","(51.000997134752, -114.121071289426)","1"
"Centre Street and 10 Avenue NE","Signal lights are blank, crews have been dispatched","2017 Nov 12 08:37:54 AM","2017 Nov 12 08:40:22 AM","NE","-114.06252912286","51.06155730639","(51.061557306391, -114.062529122864)","1"
"Southbound 1 Street at 17 Avenue SE","Two vehicle incident. Blocking the right lane.","2017 Nov 12 12:31:28 AM","2017 Nov 12 12:32:35 AM","SE","-114.0611213821","51.03783263464","(51.037832634635, -114.061121382101)","1"
"Northbound Metis Trail at Country Hills Boulevard NE","Multi-vehicle incident.","2017 Nov 11 07:00:58 PM","2017 Nov 11 07:02:37 PM","NW","-113.96980936149","51.15308256378","(51.153082563776, -113.969809361494)","1"
"Southbound Crowchild Trail and 50 Avenue SW","Two vehicle incident.","2017 Nov 11 12:46:54 PM","2017 Nov 11 12:49:58 PM","SW","-114.12015833784","51.00866772409","(51.008667724094, -114.120158337838)","1"
"Eastbound 16 Avenue and 2 Street NW","Two vehicle incident. blocking the middle lane","2017 Nov 11 12:43:05 PM","2017 Nov 11 12:44:10 PM","NW","-114.06744974528","51.06700062333","(51.067000623331, -114.067449745282)","1"
"11 Street and 64 Avenue NE","Two vehicle incident.","2017 Nov 11 12:20:37 PM","2017 Nov 11 12:21:28 PM","NE","-114.0369886315","51.11058345228","(51.110583452279, -114.036988631502)","1"
"Northbound Macleod Trail and Lake Fraser Drive S","Two vehicle incident. blocking the rght lane.","2017 Nov 11 12:06:51 PM","2017 Nov 11 12:08:06 PM","SE","-114.07036204831","50.94787337291","(50.947873372909, -114.070362048307)","1"
"Centre Street and 25 Avenue NE","Two vehicle incident.","2017 Nov 11 10:53:49 AM","2017 Nov 11 10:55:43 AM","NE","-114.06252120647","51.07516699364","(51.075166993637, -114.062521206466)","1"
"Eastbound Memorial Drive and Centre Street S","Two vehicle incident.","2017 Nov 11 10:08:49 AM","2017 Nov 11 10:10:47 AM","SE","-114.0624120611","51.05375034158","(51.053750341578, -114.062412061101)","1"
"Panamount Lane and Panorama Hills Drive NW","Two vehicle incident.","2017 Nov 11 09:41:40 AM","2017 Nov 11 09:42:13 AM","NW","-114.08504565324","51.15561298578","(51.155612985781, -114.085045653238)","1"
"Elbow Drive and Anderson Road SW","Two vehicle incident.","2017 Nov 11 08:51:22 AM","2017 Nov 11 08:52:00 AM","SW","-114.08597545166","50.95059162221","(50.950591622211, -114.085975451658)","1"
"Edmonton Trail and 7 Avenue NE","Single vehicle incident.","2017 Nov 11 08:33:10 AM","2017 Nov 11 08:34:08 AM","NE","-114.05431115123","51.05886054503","(51.058860545026, -114.054311151226)","1"
"65 Street and 17 Avenue SE","Two vehicle incident.","2017 Nov 11 08:16:21 AM","2017 Nov 11 08:16:56 AM","SE","-113.93929813106","51.03792050329","(51.037920503287, -113.939298131056)","1"
"162 Avenue and 6 Street SW","Single vehicle incident.","2017 Nov 11 04:29:18 AM","2017 Nov 11 04:31:08 AM","SW","-114.07644798683","50.90269430326","(50.902694303256, -114.076447986832)","1"
"5820 Madigan Drive NE","Two vehicle incident.","2017 Nov 10 10:37:43 PM","2017 Nov 10 10:40:37 PM","NE","-113.9451616121","51.06333142033","(51.063331420334, -113.945161612103)","1"
"Glenmore Trail and Deerfoot Trail SE","Single vehicle incident.","2017 Nov 10 10:00:17 PM","2017 Nov 10 10:02:06 PM","SE","-114.03917308623","50.99415667572","(50.994156675722, -114.039173086226)","1"
"Southbound 5 Street at Glenmore Trail SW","Two vehicle incident.","2017 Nov 10 08:42:47 PM","2017 Nov 10 08:43:31 PM","SW","-114.07705829905","50.99460152544","(50.994601525443, -114.077058299052)","1"
"1 Street and 9 Avenue SE","Two vehicle incident. blocking the right lane","2017 Nov 10 06:09:00 PM","2017 Nov 10 06:11:19 PM","SE","-114.06063693607","51.04454076096","(51.044540760962, -114.06063693607)","1"
"Southbound Crowchild Trail at Bow Trail SW","Two vehicle incident.","2017 Nov 10 05:44:49 PM","2017 Nov 10 05:46:01 PM","SW","-114.11503331117","51.04235061506","(51.042350615061, -114.115033311174)","1"
"Southbound Crowchild Trail at Glenmore Trail SW","Two vehicle incident.","2017 Nov 10 05:42:09 PM","2017 Nov 10 05:46:01 PM","SW","-114.12107128943","51.00099713475","(51.000997134752, -114.121071289426)","1"
"Westbound Country Hills Boulevard approaching Deerfoot Trail NE","Single vehicle incident.","2017 Nov 10 05:00:13 PM","2017 Nov 10 05:01:18 PM","NE","-114.02320563822","51.15118268476","(51.151182684761, -114.023205638221)","1"
"Shaganappi Trail and 40 Avenue NW","Two vehicle incident.","2017 Nov 10 04:49:30 PM","2017 Nov 10 04:50:18 PM","NW","-114.15424271933","51.08831297498","(51.088312974976, -114.154242719332)","1"
"Northbound Barlow Trail at 50 Avenue NW","Stalled vehicle.","2017 Nov 10 04:08:54 PM","2017 Nov 10 04:15:46 PM","NW","-114.00187681285","51.00873218755","(51.008732187548, -114.00187681285)","1"
"Southbound Deerfoot Trail at Calfrobe Bridge SE","Single vehicle incident. blocking the right lane","2017 Nov 10 04:06:30 PM","2017 Nov 10 04:15:46 PM","SE","-114.01924770987","51.00858785948","(51.008587859481, -114.019247709873)","1"
"Southbound Crowchild Trail at Glenmore Trail SW","Two vehicle incident. blocking the left lane","2017 Nov 10 04:00:21 PM","2017 Nov 10 04:03:24 PM","SW","-114.12107128943","51.00099713475","(51.000997134752, -114.121071289426)","1"
"Northbound Sarcee Trail and Stoney Trail NW","Two vehicle incident.","2017 Nov 10 03:49:24 PM","2017 Nov 10 03:54:44 PM","NW","-114.17034964215","51.15180546329","(51.15180546329, -114.170349642145)","1"
"Deerfoot Trail and Glenmore Trail SE","Two vehicle incident.","2017 Nov 10 03:39:36 PM","2017 Nov 10 03:40:10 PM","SE","-114.03917308623","50.99415667572","(50.994156675722, -114.039173086226)","1"
"Southbound Deerfoot Trail and Glenmore Trail SE","Two vehicle incident. blocking the left lane","2017 Nov 10 03:39:36 PM","2017 Nov 10 03:54:44 PM","SE","-114.03917308623","50.99415667572","(50.994156675722, -114.039173086226)","1"
"Stoney Trail at Glenmore Trail SE","Two vehicle incident.","2017 Nov 10 03:35:14 PM","2017 Nov 10 03:36:00 PM","SE","-113.9292702476","50.9796402586","(50.979640258599, -113.9292702476)","1"
"Southbound Deerfoot Trail at Memorial Drive SE","Two vehicle incident.","2017 Nov 10 03:24:27 PM","2017 Nov 10 03:36:00 PM","SE","-114.01943425564","51.04885987642","(51.048859876417, -114.019434255636)","1"
"64 Avenue and Falconridge Boulevard NE","Two vehicle incident.","2017 Nov 10 01:58:49 PM","2017 Nov 10 01:59:31 PM","NE","-113.94734026232","51.11068936621","(51.110689366214, -113.947340262316)","1"
"Westbound Stoney Trail at Harvest Hills Boulevard NE","Two vehicle incident.","2017 Nov 10 01:18:12 PM","2017 Nov 10 01:19:44 PM","NE","-114.07009183696","51.17379060038","(51.173790600377, -114.070091836959)","1"
"5 Avenue at 6 Street SW","There is an incident involving a pedestrian.","2017 Nov 10 01:15:05 PM","2017 Nov 10 01:19:44 PM","SW","-114.07610759021","51.04876353721","(51.048763537207, -114.076107590207)","1"
"4 Avenue and 1 Street SW","Two vehicle incident.","2017 Nov 10 01:01:02 PM","2017 Nov 10 01:02:04 PM","SW","-114.06523338218","51.04939957277","(51.049399572767, -114.065233382182)","1"
"Eastbound Glenmore Trail at 14 Street SW","Single vehicle incident.  Blocking the left lane.","2017 Nov 10 11:02:48 AM","2017 Nov 10 11:05:09 AM","SW","-114.10159581804","50.99638926784","(50.996389267837, -114.101595818037)","1"
"Westbound Country Hills Boulevard at 36 Street NE","Multi-vehicle incident.","2017 Nov 10 08:15:13 AM","2017 Nov 10 08:20:35 AM","NE","-113.98172472286","51.15445998607","(51.154459986074, -113.981724722857)","1"
"Eastbound 16 Avenue and 10 Street NW","Multi-vehicle incident.","2017 Nov 10 07:06:29 AM","2017 Nov 10 07:08:09 AM","NW","-114.08555884659","51.0669849063","(51.066984906297, -114.08555884659)","1"
"7 Avenue and Centre Street South","Traffic signals are flashing red.","2017 Nov 10 04:19:01 AM","2017 Nov 10 05:50:30 AM","SW","-114.06292141631","51.04649428098","(51.046494280981, -114.062921416307)","1"
"7 Street and Centre Street S","Traffic signals are flashing red.","2017 Nov 10 04:19:01 AM","2017 Nov 10 04:24:47 AM","SW","-114.06292141631","51.04649428098","(51.046494280981, -114.062921416307)","1"
"Bow Trail and 26 Street SW","Two vehicle incident.","2017 Nov 09 11:02:47 PM","2017 Nov 09 11:04:29 PM","SW","-114.12364276371","51.0415072167","(51.041507216698, -114.123642763708)","1"
"Centre Street and 31 Avenue NE","Two vehicle incident.","2017 Nov 09 10:05:42 PM","2017 Nov 09 10:07:10 PM","NE","-114.06253598936","51.08052321863","(51.080523218626, -114.062535989356)","1"
"Eastbound Glenmore Trail east of Heritage Drive SE","Single vehicle incident.","2017 Nov 09 09:08:55 PM","2017 Nov 09 09:12:42 PM","NW","-114.02800523218","50.98948320478","(50.98948320478, -114.028005232184)","1"
"Eastbound 80 Avenue at Metis Trail NE","Single vehicle incident.","2017 Nov 09 09:07:30 PM","2017 Nov 09 09:12:42 PM","NW","-113.97146116076","51.12529382703","(51.125293827034, -113.971461160756)","1"
"Deerfoot Trail and Stoney Trail NE","Single vehicle incident.","2017 Nov 09 07:34:08 PM","2017 Nov 09 07:35:14 PM","NE","-114.01539845521","51.17615172682","(51.176151726822, -114.015398455209)","1"
"Country Hills Boulevard and Panorama Hills Boulevard NW","Multi-vehicle incident.","2017 Nov 09 07:21:42 PM","2017 Nov 09 07:24:15 PM","NW","-114.07412267302","51.14844323525","(51.148443235249, -114.074122673022)","1"
"Westbound Memorial Drive and 10 Street NW","Single vehicle incident.","2017 Nov 09 06:43:35 PM","2017 Nov 09 06:44:58 PM","NW","-114.08586034759","51.05196098806","(51.051960988061, -114.085860347592)","1"
"Northbound 14 Street and 34 Avenue SW","There is an incident involving a pedestrian.","2017 Nov 09 06:07:14 PM","2017 Nov 09 06:15:45 PM","SW","-114.09469074274","51.02319857542","(51.02319857542, -114.094690742738)","1"
"Beddington Boulevard and Berkshire Boulevard NW","Two vehicle incident.","2017 Nov 09 06:00:29 PM","2017 Nov 09 06:03:27 PM","NW","-114.08915364531","51.13355695676","(51.133556956756, -114.08915364531)","1"
"Westbound Southland Drive and Blackfoot Trail SE","Two vehicle incident. blocking the left lane.","2017 Nov 09 05:40:18 PM","2017 Nov 09 05:41:16 PM","SE","-114.03933997798","50.96560391855","(50.965603918551, -114.039339977983)","1"
"Eastbound 16 Avenue and 68 Street NE","Two vehicle incident.","2017 Nov 09 05:24:50 PM","2017 Nov 09 05:25:24 PM","NE","-113.93772037623","51.06709329922","(51.067093299217, -113.937720376229)","1"
"Westbound Beddington Boulevard and Harvest Hills Boulevard NW","Two vehicle incident.","2017 Nov 09 05:11:13 PM","2017 Nov 09 05:12:36 PM","NW","-114.07636895923","51.13670445074","(51.136704450737, -114.076368959233)","1"
"Southbound 14 Street and 75 Avenue SW","Two vehicle incident.","2017 Nov 09 04:45:33 PM","2017 Nov 09 04:46:41 PM","SW","-114.0962515264","50.988136646","(50.988136646003, -114.096251526404)","1"
"Northbound Metis Trail and 80 Avenue NE","Two vehicle incident.","2017 Nov 09 04:42:33 PM","2017 Nov 09 04:43:35 PM","NE","-113.97146116076","51.12529382703","(51.125293827034, -113.971461160756)","1"
"14 Street ramp to Westbound Glenmore Trail SW","Multi-vehicle incident. blocking the left lane.","2017 Nov 09 04:37:23 PM","2017 Nov 09 04:43:35 PM","SW","-114.10159581804","50.99638926784","(50.996389267837, -114.101595818037)","1"
"Westbound Memorial Drive and Deerfoot Trail SE","Two vehicle incident.","2017 Nov 09 03:34:44 PM","2017 Nov 09 03:35:41 PM","SE","-114.01943425564","51.04885987642","(51.048859876417, -114.019434255636)","1"
"Eastbound Memorial Drive and Deerfoot Trail SE","Two vehicle incident. blocking the right lane.","2017 Nov 09 03:07:24 PM","2017 Nov 09 03:08:59 PM","NW","-114.01943425564","51.04885987642","(51.048859876417, -114.019434255636)","1"
"Eastbound 17 Avenue  at Deerfoot Trail SE","Two vehicle incident.","2017 Nov 09 01:03:56 PM","2017 Nov 09 01:06:32 PM","SE","-114.00861199153","51.03703508745","(51.037035087454, -114.008611991531)","1"
"Heritage Meadows Way and Heritage Drive SE","Multi-vehicle incident.","2017 Nov 09 10:05:19 AM","2017 Nov 09 10:06:57 AM","SE","-114.04421126066","50.98721743592","(50.987217435916, -114.044211260656)","1"
"130 Avenue at 37 Street SW","Traffic signals are flashing red.  Crews have been dispatched.","2017 Nov 09 08:40:56 AM","2017 Nov 09 08:43:58 AM","SW","-114.14115524197","50.93577134577","(50.935771345772, -114.141155241966)","1"
"24 Street  and Deerfoot Trail SE","Single vehicle incident.","2017 Nov 09 12:33:28 AM","2017 Nov 09 12:36:42 AM","SE","-114.00642412291","50.94978046801","(50.94978046801, -114.00642412291)","1"
"Whitemont Drive and 44 Avenue NE","Two vehicle incident.","2017 Nov 08 10:39:47 PM","2017 Nov 08 10:43:05 PM","NE","-113.9608420261","51.09140585232","(51.091405852321, -113.960842026104)","1"
"Westbound 16 Avenue at 14 Street NW","Multi-vehicle incident.  Blocking the left lane.","2017 Nov 08 10:37:23 PM","2017 Nov 08 10:43:06 PM","NW","-114.09523136927","51.06700241814","(51.067002418141, -114.095231369268)","1"
"6 Avenue and 5 Street SW","Two vehicle incident.","2017 Nov 08 10:14:39 PM","2017 Nov 08 10:15:45 PM","SW","-114.07374593039","51.04775217835","(51.047752178348, -114.073745930393)","1"
